Order Date,Customer Name,State,Category,Sub Category,Product Name,Sales,Quantity,Profit
7/9/2014,Sean Braxton,Pennsylvania,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.37,2,8.47
7/9/2014,Sean Braxton,Pennsylvania,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,-559.36
7/9/2014,Tom Boeckenhauer,Oklahoma,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,23.65
7/9/2014,Tom Boeckenhauer,Oklahoma,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,20.12
7/9/2014,Tom Boeckenhauer,Oklahoma,Office Supplies,Paper,Xerox 2000,12.96,2,6.22
7/9/2014,Tom Boeckenhauer,Oklahoma,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,213.69
7/9/2014,Tom Boeckenhauer,Oklahoma,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,28.31
7/9/2014,Dennis Kane,New York,Technology,Phones,AT&T EL51110 DECT,377.97,3,109.61
7/9/2014,Sam Zeldin,Texas,Technology,Phones,Panasonic KX TS3282B Corded phone,196.78,3,14.76
7/9/2014,Sam Zeldin,Texas,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92,2,-4.82
7/9/2014,Sam Zeldin,Texas,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.8,1,-22.95
7/9/2014,Sam Zeldin,Texas,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.69,4,-2.92
7/9/2014,Sam Zeldin,Texas,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,21.86,3,3.55
7/9/2014,Rick Bensley,Oklahoma,Furniture,Tables,KI Adjustable-Height Table,429.9,5,111.77
7/9/2014,Rick Bensley,Oklahoma,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,15.39
7/9/2014,Rick Bensley,Oklahoma,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,45.35
7/9/2014,Rick Bensley,Oklahoma,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,5.76
7/9/2014,Lisa Ryan,California,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,7.39
7/9/2014,Lisa Ryan,California,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,9.66
7/9/2014,Lisa Ryan,California,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92,5,31.47
7/9/2014,Shahid Shariari,Illinois,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,13.16,5,4.11
7/9/2014,Shahid Shariari,Illinois,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,3.83,3,-6.51
7/9/2014,Shahid Shariari,Illinois,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,304.99,5,-533.73
8/9/2014,Becky Martin,Texas,Office Supplies,Art,BIC Brite Liner Highlighters,9.94,3,2.73
8/9/2014,Becky Martin,Texas,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.95,8,-1359.99
8/9/2014,Becky Martin,Texas,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.93,3,-58.63
8/9/2014,Becky Martin,Texas,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,-24.86
8/9/2014,Becky Martin,Texas,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.06,6,6.81
8/9/2014,Becky Martin,Texas,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,-453.85
8/9/2014,Becky Martin,Texas,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3,9
8/9/2014,Gary Zandusky,California,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,8.5
8/9/2014,Lisa Hazard,Texas,Office Supplies,Binders,GBC ProClick Punch Binding System,51.18,4,-79.34
8/9/2014,Karen Carlisle,Georgia,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,12.86
8/9/2014,Karen Carlisle,Georgia,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,30.2
8/9/2014,Dennis Pardue,California,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,24.36
8/9/2014,Dennis Pardue,California,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,4.19
8/9/2014,Dennis Pardue,California,Office Supplies,Fasteners,Ideal Clamps,4.02,2,1.97
8/9/2014,Ted Trevino,Virginia,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45,9,21.6
8/9/2014,Ted Trevino,Virginia,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",209.97,3,90.29
8/9/2014,Stefania Perrino,New York,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,16.78,2,4.2
8/9/2014,Marc Crier,Washington,Office Supplies,Art,Prang Colored Pencils,5.88,2,2.65
8/9/2014,Marc Crier,Washington,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,121.99
8/9/2014,Marc Crier,Washington,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,91.15
8/9/2014,Marc Crier,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,19.44
8/9/2014,Kean Takahito,Texas,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",17.9,2,6.27
8/9/2014,Kean Takahito,Texas,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,5,-13.81
8/9/2014,Kean Takahito,Texas,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.11,6,61.46
8/9/2014,Paul Prost,New York,Furniture,Chairs,Global Super Steno Chair,172.76,2,13.44
8/9/2014,Paul Prost,New York,Office Supplies,Art,Nontoxic Chalk,3.52,2,1.69
8/9/2014,Toby Swindell,California,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.61,2,3.01
9/9/2014,Maribeth Schnelling,Michigan,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,51.8
9/9/2014,Rick Reed,Massachusetts,Office Supplies,Paper,Xerox 1913,166.44,3,79.89
9/9/2014,Rick Reed,Massachusetts,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,212.19
9/9/2014,Rick Reed,Massachusetts,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,12.84
9/9/2014,Rick Reed,Massachusetts,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,238.65
9/9/2014,Logan Currie,Pennsylvania,Office Supplies,Paper,Xerox 210,15.55,3,5.44
9/9/2014,Logan Currie,Pennsylvania,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.7,6,-4.85
9/9/2014,Logan Currie,Pennsylvania,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.47,3,5.02
9/9/2014,Logan Currie,Pennsylvania,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.52,1,-31.62
9/9/2014,Daniel Lacy,North Carolina,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1299.99,2,-572
9/9/2014,Nicole Fjeld,Ohio,Furniture,Furnishings,Nu-Dell Executive Frame,60.67,6,12.89
9/9/2014,Nicole Fjeld,Ohio,Office Supplies,Art,Newell 320,30.82,9,2.7
9/9/2014,Chris Cortes,Illinois,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",10.9,3,3.41
10/9/2014,Dianna Arnett,Virginia,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9.64,2,4.72
10/9/2014,Clay Ludtke,Oregon,Office Supplies,Envelopes,Peel & Seel Envelopes,21.73,7,7.6
10/9/2014,Clay Ludtke,Oregon,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5,148.7
10/9/2014,Sandra Flanagan,New Jersey,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,22.12
10/9/2014,Sandra Flanagan,New Jersey,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,5,76.47
11/9/2014,Liz Willingham,California,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,21.75
12/9/2014,Shirley Daniels,New York,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,30.1
12/9/2014,Brad Norvell,North Carolina,Office Supplies,Paper,Xerox 220,10.37,2,3.63
12/9/2014,Brad Norvell,North Carolina,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,18.77
12/9/2014,Brad Norvell,North Carolina,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.22,1,2.28
12/9/2014,Pete Takahito,Texas,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,-8.03
12/9/2014,Art Foster,Ohio,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",63.92,7,-46.88
12/9/2014,Tom Ashbrook,Kansas,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,7.16
12/9/2014,Tom Ashbrook,Kansas,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,10.91
12/9/2014,Tom Ashbrook,Kansas,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,149.38
12/9/2014,Tom Ashbrook,Kansas,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,12.98
12/9/2014,Luke Weiss,New York,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.29,6,420.59
1/10/2014,Neil Französisch,Nevada,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4.71,1,0
2/10/2014,Erin Smith,Arizona,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2,3.41
2/10/2014,Erin Smith,Arizona,Office Supplies,Fasteners,Staples,4.67,2,1.46
2/10/2014,Erin Smith,Arizona,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,107.46
2/10/2014,Erin Smith,Arizona,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.77,6,4.63
2/10/2014,Erin Smith,Arizona,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,-3.26
2/10/2014,Erin Smith,Arizona,Technology,Phones,Pyle PMP37LED,230.38,3,20.16
2/10/2014,Erin Smith,Arizona,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,-0.09
3/10/2014,Beth Paige,Illinois,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.28,3,-70.1
3/10/2014,Allen Rosenblatt,California,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.43,1,3.59
3/10/2014,Allen Rosenblatt,California,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,13.76
3/10/2014,Sara Luxemburg,North Carolina,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.57,2,4.62
3/10/2014,Sara Luxemburg,North Carolina,Office Supplies,Art,DIXON Oriole Pencils,6.19,3,0.46
3/10/2014,Denny Ordway,Ohio,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.98,2,4.2
3/10/2014,Denny Ordway,Ohio,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,4.89
3/10/2014,Denny Ordway,Ohio,Technology,Accessories,Logitech G105 Gaming Keyboard,142.49,3,-3.56
3/10/2014,Russell D'Ascenzo,Texas,Office Supplies,Fasteners,Colored Push Pins,4.34,3,0.87
3/10/2014,Russell D'Ascenzo,Texas,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31.78,3,-19.07
3/10/2014,Russell D'Ascenzo,Texas,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4.93,2,1.72
3/10/2014,Russell D'Ascenzo,Texas,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,3,-3.04
3/10/2014,Russell D'Ascenzo,Texas,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,15.07,4,-3.77
4/10/2014,David Flashing,California,Office Supplies,Labels,Avery 512,14.45,5,6.79
4/10/2014,David Flashing,California,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.65,2,31.09
4/10/2014,Joy Daniels,Washington,Office Supplies,Labels,Avery 519,29.24,4,13.74
4/10/2014,Chris Cortes,New York,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,-6.55
5/10/2014,Brian Derr,Ohio,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,11.49
5/10/2014,Keith Herrera,California,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2,34.99
6/10/2014,Xylona Preis,California,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,1.91
6/10/2014,Alice McCarthy,Nebraska,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,7.68
6/10/2014,Joy Daniels,Pennsylvania,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,5,-13.64
6/10/2014,Victoria Pisteka,Indiana,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,386.34,2,54.09
7/10/2014,Mathew Reese,Pennsylvania,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,21.11
7/10/2014,John Grady,Texas,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.44,10,10.74
8/10/2014,Jack Garza,North Carolina,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23.47,3,4.99
8/10/2014,Duane Noonan,New York,Office Supplies,Paper,Xerox 197,123.92,4,55.76
9/10/2014,Bart Pistole,North Carolina,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.77,2,31.07
9/10/2014,Shirley Jackson,California,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.6,3,41.93
9/10/2014,Shirley Jackson,California,Technology,Phones,iOttie HLCRIO102 Car Mount,15.99,1,-3
10/10/2014,Tanja Norvell,California,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,13.76
10/10/2014,Tanja Norvell,California,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,7.49
10/10/2014,Shirley Daniels,Arizona,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,46.87,7,3.52
10/10/2014,Craig Molinari,Texas,Technology,Phones,Motorola Droid Maxx,719.95,6,72
10/10/2014,Craig Molinari,Texas,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.94,7,66.15
10/10/2014,Craig Molinari,Texas,Office Supplies,Binders,GBC Personal VeloBind Strips,11.98,5,-19.17
10/10/2014,Craig Molinari,Texas,Office Supplies,Binders,Avery Non-Stick Binders,0.9,1,-1.57
10/10/2014,Richard Bierner,Ohio,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.99,2,-71.4
10/10/2014,Richard Bierner,Ohio,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.26,2,-13.39
10/10/2014,Fred Chung,New Mexico,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,112.57
11/10/2014,Jill Fjeld,Pennsylvania,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.9,2,10.57
11/10/2014,Jill Fjeld,Pennsylvania,Office Supplies,Envelopes,Airmail Envelopes,201.43,3,67.98
11/10/2014,Dean percer,Washington,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,19.04
11/10/2014,Dean percer,Washington,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345,5,58.65
11/10/2014,Helen Andreada,California,Office Supplies,Storage,Iris Project Case,31.92,4,8.3
11/10/2014,Helen Andreada,California,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.57,2,-65.04
11/10/2014,Dorothy Badders,Arkansas,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,1,3.44
11/10/2014,Dorothy Badders,Arkansas,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,4,3.92
11/10/2014,Alan Shonely,California,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,3.74
12/10/2014,Duane Noonan,California,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,4.17
12/10/2014,Duane Noonan,California,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,6.2
12/10/2014,Barry Pond,Illinois,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.24,2,2.5
1/11/2014,Russell Applegate,Colorado,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.18,3,4.32
1/11/2014,Russell Applegate,Colorado,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.97,4,248
1/11/2014,Natalie DeCherney,Oregon,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,5,-94.33
1/11/2014,Natalie DeCherney,Oregon,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.98,3,54.59
1/11/2014,Ken Heidel,North Carolina,Office Supplies,Fasteners,Staples,7.52,5,1.41
1/11/2014,Ken Heidel,North Carolina,Office Supplies,Art,Newell 320,10.27,3,0.9
1/11/2014,Ken Heidel,North Carolina,Office Supplies,Labels,Avery 513,47.81,12,15.54
1/11/2014,Ken Heidel,North Carolina,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,9,110.12
1/11/2014,Suzanne McNair,Illinois,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.7,3,5.1
1/11/2014,Jack O'Briant,Kentucky,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,19.47
1/11/2014,Jack O'Briant,Kentucky,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3,1.64
1/11/2014,Paul Lucas,California,Office Supplies,Labels,Avery 475,44.4,3,22.2
1/11/2014,Paul Lucas,California,Office Supplies,Paper,Easy-staple paper,21.4,5,9.63
1/11/2014,Daniel Lacy,New York,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,533.94,3,154.84
1/11/2014,Daniel Lacy,New York,Office Supplies,Paper,Xerox 1934,167.94,3,82.29
1/11/2014,Daniel Lacy,New York,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",31.68,6,9.82
1/11/2014,Deirdre Greer,New Jersey,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,22.07
1/11/2014,Erin Ashbrook,Ohio,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.7,2,16.32
1/11/2014,Erin Ashbrook,Ohio,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.13,2,-2.61
1/11/2014,Erin Ashbrook,Ohio,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.43,3,-17.94
2/11/2014,Roger Demir,New York,Office Supplies,Labels,Avery 499,34.86,7,16.04
2/11/2014,Roger Demir,New York,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,24.12
2/11/2014,Patrick O'Brill,Texas,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.78,3,7.77
2/11/2014,Liz Carlisle,Ohio,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.96,6,-107.99
2/11/2014,Liz Carlisle,Ohio,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.23,7,-10.05
2/11/2014,Liz Carlisle,Ohio,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.24,3,-13.47
2/11/2014,Julie Kriz,Florida,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,239.98
2/11/2014,Shahid Hopkins,California,Technology,Phones,AT&T CL82213,46.38,2,5.22
2/11/2014,Shahid Hopkins,California,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,105.25
2/11/2014,Steven Ward,Washington,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,15.1
2/11/2014,Steven Ward,Washington,Technology,Phones,Samsung Rugby III,52.79,1,4.62
3/11/2014,Maxwell Schwartz,Pennsylvania,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.34,3,-64.43
3/11/2014,Speros Goranitis,New York,Technology,Phones,Panasonic KX-TG9471B,783.96,4,219.51
3/11/2014,Speros Goranitis,New York,Office Supplies,Binders,Surelock Post Binders,48.9,2,18.34
3/11/2014,Speros Goranitis,New York,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.86,2,2.85
3/11/2014,Resi Pölking,Connecticut,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,3,3.38
3/11/2014,Annie Thurman,Tennessee,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.49,2,1.18
3/11/2014,Annie Thurman,Tennessee,Office Supplies,Paper,Xerox 1884,143.86,9,48.55
3/11/2014,Shahid Hopkins,North Carolina,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.98,2,-1.62
3/11/2014,Shahid Hopkins,North Carolina,Furniture,Tables,Hon Racetrack Conference Tables,945.04,6,-299.26
3/11/2014,Shahid Hopkins,North Carolina,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.3,7,-10.49
3/11/2014,Shahid Hopkins,North Carolina,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.35,3,-51.29
3/11/2014,Denise Monton,New Jersey,Office Supplies,Binders,Avery Durable Binders,5.76,2,2.82
3/11/2014,Stephanie Phelps,Nebraska,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,18.89
3/11/2014,Tracy Collins,California,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,3.36
4/11/2014,Nathan Mautz,New York,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.88,1,24.16
4/11/2014,Nathan Mautz,New York,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,1995.99
4/11/2014,Nathan Mautz,New York,Technology,Phones,Panasonic Kx-TS550,275.94,6,80.02
4/11/2014,Nathan Mautz,New York,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,129.6
4/11/2014,Nathan Mautz,New York,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,13.07
4/11/2014,Odella Nelson,North Carolina,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.38,3,2.72
4/11/2014,Odella Nelson,North Carolina,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,5.1
4/11/2014,MaryBeth Skach,California,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,13.43
4/11/2014,William Brown,California,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.34,7,66.63
4/11/2014,William Brown,California,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",573.73,4,-64.54
4/11/2014,William Brown,California,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,21.94,3,8.23
4/11/2014,William Brown,California,Office Supplies,Paper,Xerox 2000,19.44,3,9.33
4/11/2014,William Brown,California,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,447.97,4,139.99
4/11/2014,Sam Zeldin,New York,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.06,4,18.87
4/11/2014,Tiffany House,California,Office Supplies,Art,Newell 343,2.94,1,0.79
5/11/2014,Deanra Eno,California,Furniture,Furnishings,OIC Stacking Trays,20.04,6,8.82
5/11/2014,Steven Roelle,Virginia,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,16.25
5/11/2014,Maribeth Dona,Pennsylvania,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,273.57,2,-34.2
5/11/2014,Maribeth Dona,Pennsylvania,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,13.19,2,-8.8
5/11/2014,Maribeth Dona,Pennsylvania,Office Supplies,Storage,Tennsco Double-Tier Lockers,1080.1,6,-94.51
5/11/2014,Maribeth Dona,Pennsylvania,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,51.56,5,-6.45
5/11/2014,Maribeth Dona,Pennsylvania,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.42,2,16.79
5/11/2014,Barry Gonzalez,Virginia,Furniture,Chairs,"Global Stack Chair with Arms, Black",149.9,5,40.47
6/11/2014,George Ashbrook,Georgia,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",43.68,6,20.97
7/11/2014,Tamara Chand,Texas,Office Supplies,Binders,Satellite Sectional Post Binders,26.05,3,-44.28
7/11/2014,Tamara Chand,Texas,Office Supplies,Envelopes,Staple envelope,74.35,3,26.95
7/11/2014,Lena Hernandez,California,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.14,7,46.18
7/11/2014,Steven Cartwright,Texas,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.14,4,0
7/11/2014,Steven Cartwright,Texas,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.48,3,-2.21
7/11/2014,Steven Cartwright,Texas,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.71,7,3.56
7/11/2014,Maribeth Schnelling,Wisconsin,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,68.85
7/11/2014,Maribeth Schnelling,Wisconsin,Office Supplies,Storage,Portable Personal File Box,36.63,3,9.89
7/11/2014,Maribeth Schnelling,Wisconsin,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,5.87
7/11/2014,Maribeth Schnelling,Wisconsin,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,5.82
7/11/2014,Bart Pistole,New York,Office Supplies,Fasteners,Binder Clips by OIC,5.92,4,2.84
7/11/2014,Bart Pistole,New York,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,13.88
7/11/2014,Troy Blackwell,Oregon,Office Supplies,Paper,Xerox 1995,25.92,5,9.07
7/11/2014,Troy Blackwell,Oregon,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,120.77,4,9.06
8/11/2014,Emily Burns,California,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.58,3,25.02
9/11/2014,Jeremy Pistek,California,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.41
